city,date,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),weather_condition
Virar,2024-01-17,22.116666666666664,66.75,1010.1541666666667,9.154166666666667,14.679166666666667,Cloudy
Virar,2024-01-18,22.45,64.625,1011.3375,10.920833333333334,18.075,Cloudy
Virar,2024-01-19,22.825,66.41666666666667,1011.0166666666668,9.870833333333334,16.770833333333332,Cloudy
Virar,2024-01-20,23.34166666666667,54.333333333333336,1012.4458333333333,15.525,24.78333333333333,Sunny
Virar,2024-01-21,24.1375,49.041666666666664,1011.6916666666666,13.950000000000001,23.270833333333332,Sunny
Virar,2024-01-22,23.587500000000002,52.041666666666664,1012.8708333333334,12.625,20.754166666666666,Sunny
Virar,2024-01-23,23.40416666666667,40.875,1012.85,18.55,30.116666666666664,Sunny
Virar,2024-01-24,23.3125,42.375,1012.5333333333333,15.654166666666667,26.34166666666667,Sunny
Virar,2024-01-25,23.55,48.125,1013.4458333333333,10.204166666666667,18.683333333333334,Sunny
Virar,2024-01-26,23.150000000000002,54.333333333333336,1014.5083333333333,9.616666666666667,16.224999999999998,Sunny
Virar,2024-01-27,24.1125,54.083333333333336,1014.1125000000001,10.549999999999999,17.483333333333334,Cloudy
Virar,2024-01-28,24.354166666666668,52.791666666666664,1013.9916666666667,10.504166666666666,18.091666666666665,Sunny
Virar,2024-01-29,24.491666666666664,50.125,1013.7583333333333,13.575000000000001,23.59166666666667,Sunny
Virar,2024-01-30,23.666666666666668,59.625,1012.8791666666666,11.862499999999999,20.349999999999998,Cloudy
Virar,2024-01-31,23.3125,70.91666666666667,1012.7875,10.762500000000001,17.191666666666666,Cloudy
Virar,2024-02-01,23.133333333333336,78.75,1013.9625,10.475,16.308333333333334,Cloudy
Virar,2024-02-02,24.224999999999998,62.583333333333336,1013.4875000000001,15.075000000000001,24.620833333333334,Cloudy
Virar,2024-02-03,26.3,51.333333333333336,1012.9666666666667,11.3125,20.116666666666667,Sunny
Virar,2024-02-04,25.5,62.5,1013.7125,7.933333333333334,13.783333333333333,Cloudy
Virar,2024-02-05,25.366666666666664,60.125,1014.1,11.2125,19.595833333333335,Sunny
Virar,2024-02-06,25.358333333333334,69.625,1014.0625,12.541666666666666,21.145833333333332,Cloudy
Virar,2024-02-07,25.974999999999998,57.166666666666664,1014.5166666666668,16.291666666666668,26.958333333333332,Sunny
Virar,2024-02-08,25.125,56.583333333333336,1013.3541666666666,16.466666666666665,26.895833333333332,Cloudy
Virar,2024-02-09,24.370833333333334,49.291666666666664,1013.4875000000001,14.166666666666666,24.316666666666666,Sunny
Virar,2024-02-10,24.004166666666666,46.375,1014.3458333333333,14.008333333333333,24.03333333333333,Sunny
Virar,2024-02-11,23.566666666666666,53.291666666666664,1014.3041666666667,12.329166666666666,21.59166666666667,Cloudy
Virar,2024-02-12,23.920833333333334,59.416666666666664,1013.7083333333334,9.470833333333333,16.5125,Cloudy
Virar,2024-02-13,24.754166666666666,44.625,1013.6416666666668,13.700000000000001,23.545833333333334,Sunny
Virar,2024-02-14,25.208333333333332,41.458333333333336,1012.9416666666666,15.754166666666668,27.020833333333332,Sunny
Virar,2024-02-15,25.15416666666667,54.291666666666664,1011.9208333333332,13.595833333333333,22.537499999999998,Sunny
Virar,2024-02-16,25.849999999999998,61.791666666666664,1011.7166666666667,8.179166666666667,12.054166666666667,Cloudy
Virar,2024-02-17,25.358333333333334,70.16666666666667,1010.4375,8.391666666666667,12.9625,Cloudy
Virar,2024-02-18,25.695833333333336,63.791666666666664,1009.9666666666667,10.9125,17.116666666666667,Cloudy
Virar,2024-02-19,25.483333333333334,58.916666666666664,1010.9708333333333,11.466666666666667,19.5125,Cloudy
Virar,2024-02-20,24.891666666666666,70.70833333333333,1011.6666666666666,11.433333333333335,16.720833333333335,Cloudy
Virar,2024-02-21,24.645833333333332,78.33333333333333,1011.4541666666668,9.566666666666666,13.220833333333333,Cloudy
Virar,2024-02-22,23.875,79.16666666666667,1012.1625,10.095833333333333,14.6,Cloudy
Virar,2024-02-23,24.195833333333336,57.541666666666664,1011.4,13.625,21.641666666666666,Sunny
Virar,2024-02-24,24.520833333333332,36.0,1010.9083333333333,17.066666666666666,28.316666666666666,Sunny
Virar,2024-02-25,25.420833333333334,33.583333333333336,1008.775,14.366666666666667,24.204166666666666,Sunny
Virar,2024-02-26,26.108333333333334,49.791666666666664,1008.8666666666667,8.924999999999999,13.299999999999999,Sunny
Virar,2024-02-27,27.179166666666664,47.458333333333336,1010.4708333333333,11.454166666666666,18.233333333333334,Sunny
Virar,2024-02-28,27.416666666666668,49.708333333333336,1009.5833333333334,11.833333333333334,19.816666666666666,Sunny
Virar,2024-02-29,27.224999999999998,62.458333333333336,1009.5833333333334,10.070833333333333,16.087500000000002,Cloudy
Virar,2024-03-01,26.55,68.41666666666667,1010.8416666666667,10.454166666666667,16.0625,Cloudy
Virar,2024-03-02,26.05,78.41666666666667,1011.2875,10.445833333333333,14.775,Cloudy
Virar,2024-03-03,23.266666666666666,69.79166666666667,1011.9625,13.387500000000001,19.241666666666667,Cloudy
Virar,2024-03-04,22.8875,58.458333333333336,1012.1208333333334,13.333333333333334,20.991666666666667,Cloudy
Virar,2024-03-05,23.65833333333333,41.583333333333336,1011.2125,12.720833333333333,21.195833333333333,Sunny
Virar,2024-03-06,24.104166666666668,38.541666666666664,1011.1416666666668,12.504166666666668,19.125,Sunny
Virar,2024-03-07,26.195833333333336,42.916666666666664,1010.6999999999999,14.116666666666667,23.55,Sunny
Virar,2024-03-08,27.287499999999998,32.416666666666664,1010.775,16.645833333333332,27.995833333333334,Sunny
Virar,2024-03-09,26.545833333333334,38.458333333333336,1010.725,13.233333333333334,22.316666666666666,Sunny
Virar,2024-03-10,25.974999999999998,50.0,1012.1958333333333,12.195833333333333,20.316666666666666,Sunny
Virar,2024-03-11,27.241666666666664,50.583333333333336,1012.65,13.275,21.808333333333334,Sunny
